Vardas      Pavarde     ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      Egz.      
Vardas386   Pavarde386  1         7         6         10        9         3         9         0         4         6         3         
Vardas387   Pavarde387  3         1         10        10        4         2         6         10        5         8         10        
Vardas388   Pavarde388  10        5         0         6         3         5         3         5         1         5         5         
Vardas389   Pavarde389  2         5         10        8         3         9         3         0         10        8         0         
Vardas390   Pavarde390  1         5         5         8         3         0         6         7         1         9         1         
Vardas391   Pavarde391  6         6         8         8         5         1         6         10        6         5         1         
Vardas392   Pavarde392  8         9         3         9         0         3         4         3         9         5         1         
Vardas393   Pavarde393  9         4         3         3         8         4         5         7         0         4         4         
Vardas394   Pavarde394  1         8         3         3         6         5         7         2         0         2         10        
Vardas395   Pavarde395  10        6         5         2         6         8         1         2         3         3         1         
Vardas396   Pavarde396  3         9         3         10        5         4         4         9         9         8         3         
Vardas397   Pavarde397  9         3         3         5         10        6         3         6         1         7         1         
Vardas398   Pavarde398  7         9         7         7         8         2         2         9         0         7         2         
Vardas399   Pavarde399  2         0         8         10        8         1         4         2         2         6         9         
Vardas400   Pavarde400  4         5         2         4         5         8         7         6         7         10        4         
Vardas401   Pavarde401  2         5         7         1         7         4         9         10        9         10        8         
Vardas402   Pavarde402  2         5         10        5         7         2         6         0         3         10        3         
Vardas403   Pavarde403  8         1         4         1         10        5         2         8         9         3         5         
Vardas404   Pavarde404  1         8         3         7         7         0         10        10        8         3         10        
Vardas405   Pavarde405  3         10        5         7         2         10        4         6         1         6         6         
Vardas406   Pavarde406  4         3         4         2         2         7         7         10        0         8         6         
Vardas407   Pavarde407  1         7         1         6         8         5         10        5         2         10        1         
Vardas408   Pavarde408  4         10        6         9         6         10        5         4         2         2         1         
Vardas409   Pavarde409  9         0         2         8         5         5         0         10        7         7         7         
Vardas410   Pavarde410  3         9         2         2         3         2         8         5         1         2         8         
Vardas411   Pavarde411  1         5         2         5         2         8         5         1         5         10        9         
Vardas412   Pavarde412  4         10        0         3         4         5         1         5         8         10        5         
Vardas413   Pavarde413  10        4         2         3         6         5         8         5         5         7         0         
Vardas414   Pavarde414  8         5         5         1         2         5         3         3         8         3         3         
Vardas415   Pavarde415  5         7         6         3         6         8         7         6         1         9         3         
Vardas416   Pavarde416  4         2         9         7         5         7         10        9         10        0         2         
Vardas417   Pavarde417  6         5         10        3         4         9         0         0         2         2         1         
Vardas418   Pavarde418  2         9         9         3         5         5         8         5         1         7         2         
Vardas419   Pavarde419  6         8         0         9         3         2         7         2         6         8         7         
Vardas420   Pavarde420  4         0         6         9         0         6         3         0         3         5         8         
Vardas421   Pavarde421  6         10        5         4         3         4         5         10        10        0         2         
Vardas422   Pavarde422  1         2         7         7         5         5         5         8         9         9         6         
Vardas423   Pavarde423  10        1         7         0         0         6         10        0         4         9         1         
Vardas424   Pavarde424  5         4         9         4         1         10        8         10        4         9         3         
Vardas425   Pavarde425  8         4         2         6         4         9         1         2         1         2         5         
Vardas426   Pavarde426  0         8         3         8         2         3         8         6         2         0         8         
Vardas427   Pavarde427  0         2         10        2         5         6         3         7         10        0         10        
Vardas428   Pavarde428  8         5         4         4         2         3         1         3         6         8         1         
Vardas429   Pavarde429  8         4         1         9         1         5         5         0         5         4         4         
Vardas430   Pavarde430  10        1         5         5         8         9         3         5         6         5         8         
Vardas431   Pavarde431  5         1         1         10        4         7         7         0         10        4         4         
Vardas432   Pavarde432  10        2         6         9         3         5         7         10        1         9         10        
Vardas433   Pavarde433  2         6         2         0         4         1         4         0         7         5         10        
Vardas434   Pavarde434  5         4         2         5         0         8         4         5         2         5         5         
Vardas435   Pavarde435  6         8         4         7         1         0         8         0         9         3         3         
Vardas436   Pavarde436  4         4         4         5         7         4         6         0         7         4         5         
Vardas437   Pavarde437  3         3         10        10        6         8         1         2         7         9         7         
Vardas438   Pavarde438  9         1         8         5         2         1         7         3         9         7         7         
Vardas439   Pavarde439  6         1         10        9         6         0         7         0         2         4         3         
Vardas440   Pavarde440  10        4         2         0         2         8         5         5         10        7         3         
Vardas441   Pavarde441  9         2         5         9         2         4         10        0         0         6         10        
Vardas442   Pavarde442  0         1         6         10        1         1         2         0         9         2         5         
Vardas443   Pavarde443  7         3         1         3         5         4         4         7         5         2         10        
Vardas444   Pavarde444  6         4         7         4         0         0         5         9         0         6         2         
Vardas445   Pavarde445  6         9         4         3         6         1         8         0         8         7         6         
Vardas446   Pavarde446  8         2         3         7         8         2         0         7         6         2         3         
Vardas447   Pavarde447  9         9         8         10        10        6         9         5         1         10        2         
Vardas448   Pavarde448  8         1         2         4         9         6         2         5         1         7         8         
Vardas449   Pavarde449  4         7         8         5         5         3         5         1         8         5         5         
Vardas450   Pavarde450  9         6         4         4         3         1         8         1         1         2         5         
Vardas451   Pavarde451  7         10        8         2         10        0         3         10        2         4         2         
Vardas452   Pavarde452  10        7         0         5         7         0         7         4         8         4         8         
Vardas453   Pavarde453  8         9         1         9         7         8         5         7         2         4         5         
Vardas454   Pavarde454  8         10        7         2         6         6         9         0         5         5         10        
Vardas455   Pavarde455  4         3         10        5         10        7         4         1         7         7         5         
Vardas456   Pavarde456  6         1         10        5         5         4         2         7         9         5         4         
Vardas457   Pavarde457  9         0         3         3         10        10        9         1         7         2         10        
Vardas458   Pavarde458  2         1         1         10        4         2         5         7         2         10        4         
Vardas459   Pavarde459  7         3         2         9         0         3         10        2         9         8         0         
Vardas460   Pavarde460  0         2         10        10        4         1         6         8         8         1         4         
Vardas461   Pavarde461  4         2         8         4         1         2         0         2         10        8         5         
Vardas462   Pavarde462  7         0         3         0         2         5         1         7         4         1         8         
Vardas463   Pavarde463  0         4         0         3         9         5         0         5         3         6         3         
Vardas464   Pavarde464  3         9         3         8         3         6         10        7         7         9         0         
Vardas465   Pavarde465  5         7         1         3         6         3         7         10        7         1         4         
Vardas466   Pavarde466  3         10        0         9         1         3         6         4         8         1         0         
Vardas467   Pavarde467  3         2         10        3         5         0         0         8         1         0         6         
Vardas468   Pavarde468  7         4         5         7         4         4         6         4         3         10        4         
Vardas469   Pavarde469  8         1         7         8         8         9         6         5         1         3         9         
Vardas470   Pavarde470  9         5         3         9         4         9         1         1         5         0         4         
Vardas471   Pavarde471  9         10        0         4         10        5         5         4         4         7         1         
Vardas472   Pavarde472  9         6         2         4         10        0         6         6         0         3         9         
Vardas473   Pavarde473  2         1         2         3         1         8         4         5         6         8         0         
Vardas474   Pavarde474  10        9         1         3         7         8         10        10        7         4         10        
Vardas475   Pavarde475  4         3         2         8         4         4         10        1         5         6         7         
Vardas476   Pavarde476  1         3         5         8         8         4         7         9         0         5         6         
Vardas477   Pavarde477  4         8         0         0         5         10        10        2         9         1         1         
Vardas478   Pavarde478  0         10        0         4         1         1         8         10        3         8         2         
Vardas479   Pavarde479  2         7         6         6         1         7         7         2         3         9         10        
Vardas480   Pavarde480  3         6         1         1         3         9         4         10        0         8         6         
Vardas481   Pavarde481  8         0         10        10        6         1         9         1         9         0         7         
Vardas482   Pavarde482  5         2         2         3         0         5         9         3         4         6         10        
Vardas483   Pavarde483  0         8         0         3         6         7         9         8         9         5         4         
Vardas484   Pavarde484  7         3         7         3         3         2         0         9         4         4         3         
Vardas485   Pavarde485  7         3         4         9         3         1         10        0         4         1         0         
Vardas486   Pavarde486  0         6         8         9         10        8         0         10        10        9         3         
Vardas487   Pavarde487  9         3         4         9         6         9         1         5         10        4         6         
Vardas488   Pavarde488  3         8         5         2         8         6         10        9         3         2         3         
Vardas489   Pavarde489  1         4         10        4         1         10        8         10        8         0         1         
Vardas490   Pavarde490  3         2         2         4         2         5         3         10        10        7         10        
Vardas491   Pavarde491  1         8         1         0         0         7         5         8         8         7         9         
Vardas492   Pavarde492  2         5         5         0         8         4         6         0         5         1         1         
Vardas493   Pavarde493  5         8         8         6         2         8         6         5         8         7         2         
Vardas494   Pavarde494  6         3         10        3         2         8         2         6         10        2         9         
Vardas495   Pavarde495  9         0         6         8         0         4         4         9         8         3         5         
Vardas496   Pavarde496  5         4         3         0         4         10        4         3         5         4         7         
Vardas497   Pavarde497  6         10        5         10        5         5         5         10        4         7         10        
Vardas498   Pavarde498  3         0         2         4         0         7         10        3         8         1         9         
Vardas499   Pavarde499  9         5         1         5         7         9         9         2         8         3         10        
Vardas500   Pavarde500  3         0         0         9         2         7         2         5         7         10        10        
Vardas501   Pavarde501  4         6         9         10        2         3         4         8         3         7         4         
Vardas502   Pavarde502  3         3         6         3         6         3         10        1         0         2         7         
Vardas503   Pavarde503  4         9         7         3         3         3         9         2         10        6         8         
Vardas504   Pavarde504  3         6         5         1         8         7         9         2         1         10        5         
Vardas505   Pavarde505  5         9         8         7         10        5         10        2         7         3         6         
Vardas506   Pavarde506  3         9         9         2         4         2         4         6         8         2         1         
Vardas507   Pavarde507  4         6         8         0         0         0         5         0         2         9         6         
Vardas508   Pavarde508  4         1         6         6         2         5         5         7         2         6         3         
Vardas509   Pavarde509  2         7         0         7         2         9         7         10        8         8         10        
Vardas510   Pavarde510  5         9         4         8         6         1         6         6         9         6         5         
Vardas511   Pavarde511  9         10        4         5         8         1         5         8         6         6         9         
Vardas512   Pavarde512  2         9         1         6         10        0         10        3         10        5         9         
Vardas513   Pavarde513  9         5         1         1         10        10        2         10        10        4         4         
Vardas514   Pavarde514  10        10        5         3         7         7         0         1         7         4         6         
Vardas515   Pavarde515  9         5         6         6         7         1         9         7         2         1         4         
Vardas516   Pavarde516  8         7         7         9         4         10        3         8         7         6         0         
Vardas517   Pavarde517  8         7         6         6         1         9         10        0         8         1         5         
Vardas518   Pavarde518  6         10        0         3         1         3         9         8         2         9         2         
Vardas519   Pavarde519  2         5         5         4         3         2         6         4         2         10        2         
Vardas520   Pavarde520  6         8         5         3         4         10        8         7         3         4         7         
Vardas521   Pavarde521  0         5         3         9         6         6         6         2         10        4         10        
Vardas522   Pavarde522  2         7         5         5         4         3         8         8         8         6         0         
Vardas523   Pavarde523  6         7         4         6         2         2         10        8         5         3         3         
Vardas524   Pavarde524  7         6         6         6         1         9         3         9         5         10        0         
Vardas525   Pavarde525  1         1         7         6         5         0         5         2         2         6         7         
Vardas526   Pavarde526  1         7         8         0         10        1         9         9         7         2         6         
Vardas527   Pavarde527  0         10        10        7         6         6         2         2         7         0         5         
Vardas528   Pavarde528  1         4         5         9         1         1         7         6         0         1         8         
Vardas529   Pavarde529  0         2         1         1         10        7         10        6         2         1         0         
Vardas530   Pavarde530  0         7         7         2         10        3         10        10        2         6         2         
Vardas531   Pavarde531  1         7         9         9         5         7         9         6         1         5         8         
Vardas532   Pavarde532  3         3         0         1         9         0         2         6         9         0         1         
Vardas533   Pavarde533  3         6         3         0         4         7         6         3         9         1         1         
Vardas534   Pavarde534  2         3         5         8         7         3         9         3         9         10        6         
Vardas535   Pavarde535  5         4         2         2         1         2         7         8         9         9         8         
Vardas536   Pavarde536  10        8         4         9         10        7         0         10        0         1         4         
Vardas537   Pavarde537  7         7         10        2         0         2         1         4         7         7         0         
Vardas538   Pavarde538  2         9         9         0         0         7         3         1         2         7         5         
Vardas539   Pavarde539  5         5         1         8         7         9         5         9         8         2         6         
Vardas540   Pavarde540  8         10        9         3         9         6         4         8         0         1         0         
Vardas541   Pavarde541  5         9         0         1         1         10        1         7         8         9         9         
Vardas542   Pavarde542  6         2         10        10        9         10        8         3         5         3         10        
Vardas543   Pavarde543  2         10        3         10        9         2         5         9         7         6         7         
Vardas544   Pavarde544  6         4         8         9         3         4         10        5         9         1         8         
Vardas545   Pavarde545  6         10        5         7         9         0         9         9         5         9         10        
Vardas546   Pavarde546  4         1         10        1         6         5         5         5         8         0         0         
Vardas547   Pavarde547  1         0         5         8         2         10        7         6         3         9         2         
Vardas548   Pavarde548  6         1         7         7         10        1         0         6         4         1         4         
Vardas549   Pavarde549  9         4         10        4         1         3         7         2         8         10        7         
Vardas550   Pavarde550  10        9         2         4         1         8         10        1         8         4         2         
Vardas551   Pavarde551  2         4         9         0         7         0         10        7         2         5         5         
Vardas552   Pavarde552  9         2         6         9         2         6         5         5         3         4         2         
Vardas553   Pavarde553  4         6         1         2         3         1         7         1         2         1         1         
Vardas554   Pavarde554  1         9         7         4         3         9         9         9         7         1         10        
Vardas555   Pavarde555  7         5         9         4         7         0         5         2         3         6         10        
Vardas556   Pavarde556  8         5         4         10        3         3         2         10        0         5         6         
Vardas557   Pavarde557  9         6         4         8         10        0         9         2         8         4         10        
Vardas558   Pavarde558  6         7         0         8         10        3         10        2         4         8         6         
Vardas559   Pavarde559  9         10        9         9         8         6         2         0         1         9         5         
Vardas560   Pavarde560  4         4         5         0         8         2         6         3         1         0         1         
Vardas561   Pavarde561  5         7         9         3         0         4         6         10        7         5         1         
Vardas562   Pavarde562  7         9         1         4         3         7         3         3         5         8         1         
Vardas563   Pavarde563  5         0         10        1         3         8         9         1         8         0         7         
Vardas564   Pavarde564  4         3         2         1         5         6         6         0         3         10        8         
Vardas565   Pavarde565  1         6         8         3         7         0         2         4         3         4         9         
Vardas566   Pavarde566  2         5         9         5         1         0         3         10        4         2         1         
Vardas567   Pavarde567  1         0         9         1         1         0         5         7         5         7         1         
Vardas568   Pavarde568  10        7         5         8         6         4         8         0         3         4         1         
Vardas569   Pavarde569  2         4         6         2         10        0         8         9         8         0         3         
Vardas570   Pavarde570  7         4         2         9         4         3         7         2         0         1         9         
Vardas571   Pavarde571  9         5         5         3         6         9         5         0         3         4         1         
Vardas572   Pavarde572  8         6         0         3         4         3         1         1         2         6         4         
Vardas573   Pavarde573  0         1         1         3         0         2         5         1         6         10        7         
Vardas574   Pavarde574  10        1         8         8         8         5         6         0         10        4         2         
Vardas575   Pavarde575  4         9         0         6         5         6         7         3         0         6         8         
Vardas576   Pavarde576  8         1         2         0         4         1         4         8         3         2         1         
Vardas577   Pavarde577  1         6         1         6         5         4         5         6         0         1         6         
Vardas578   Pavarde578  4         8         3         6         6         2         4         9         2         9         8         
Vardas579   Pavarde579  4         6         7         3         0         7         8         9         3         2         8         
Vardas580   Pavarde580  2         0         9         7         8         1         5         5         2         7         6         
Vardas581   Pavarde581  2         9         9         2         3         1         9         4         4         4         7         
Vardas582   Pavarde582  6         1         4         5         2         0         5         8         4         4         10        
Vardas583   Pavarde583  1         5         8         0         5         0         5         7         4         8         4         
Vardas584   Pavarde584  0         1         5         5         10        4         8         6         2         10        3         
Vardas585   Pavarde585  9         8         9         4         7         6         6         5         3         2         2         
Vardas586   Pavarde586  7         2         0         7         8         2         4         10        8         7         4         
Vardas587   Pavarde587  3         1         1         8         7         2         3         8         5         7         1         
Vardas588   Pavarde588  1         9         2         10        1         10        3         9         3         4         0         
Vardas589   Pavarde589  9         1         5         0         5         0         3         5         8         8         6         
Vardas590   Pavarde590  0         1         1         8         1         6         8         7         5         1         8         
Vardas591   Pavarde591  1         8         7         8         4         4         0         0         0         5         8         
Vardas592   Pavarde592  2         3         10        7         6         2         4         5         0         0         5         
Vardas593   Pavarde593  6         1         0         8         6         0         0         2         1         7         0         
Vardas594   Pavarde594  6         3         8         6         1         3         7         6         3         8         2         
Vardas595   Pavarde595  5         7         2         8         2         1         1         2         4         10        0         
Vardas596   Pavarde596  4         2         4         1         4         7         4         2         2         6         8         
Vardas597   Pavarde597  8         8         5         10        6         6         6         10        0         9         10        
Vardas598   Pavarde598  10        5         9         1         7         5         3         4         7         8         5         
Vardas599   Pavarde599  10        10        0         9         3         3         4         7         4         3         2         
Vardas600   Pavarde600  2         1         8         3         0         2         6         3         2         5         7         
Vardas601   Pavarde601  9         7         1         7         10        7         1         5         4         10        4         
Vardas602   Pavarde602  4         4         5         6         1         1         4         3         9         5         10        
Vardas603   Pavarde603  10        8         2         4         4         3         5         5         4         1         6         
Vardas604   Pavarde604  8         6         7         0         3         4         6         0         7         9         4         
Vardas605   Pavarde605  0         5         8         7         1         9         1         5         6         8         3         
Vardas606   Pavarde606  6         7         4         7         9         5         8         8         8         2         3         
Vardas607   Pavarde607  0         9         3         9         1         5         0         4         8         5         7         
Vardas608   Pavarde608  10        7         10        8         0         10        3         7         6         2         0         
Vardas609   Pavarde609  5         4         6         2         0         6         6         0         9         8         2         
Vardas610   Pavarde610  7         1         5         7         8         8         0         8         2         1         6         
Vardas611   Pavarde611  1         5         8         1         3         8         4         3         6         5         9         
Vardas612   Pavarde612  5         0         7         10        10        2         9         9         3         2         9         
Vardas613   Pavarde613  9         10        0         10        4         8         8         7         3         4         6         
Vardas614   Pavarde614  9         4         3         8         2         8         2         9         3         6         1         
Vardas615   Pavarde615  9         8         1         8         10        2         2         0         1         6         9         
Vardas616   Pavarde616  9         1         3         1         5         10        0         9         2         1         4         
Vardas617   Pavarde617  2         3         0         7         6         3         10        7         9         7         4         
Vardas618   Pavarde618  9         1         4         0         8         5         4         3         3         7         9         
Vardas619   Pavarde619  4         9         2         7         9         0         5         7         6         2         6         
Vardas620   Pavarde620  3         1         10        9         0         0         6         3         7         2         10        
Vardas621   Pavarde621  6         5         9         2         5         2         7         9         3         9         3         
Vardas622   Pavarde622  6         5         3         8         8         9         3         6         6         0         10        
Vardas623   Pavarde623  6         9         1         6         7         0         0         4         8         10        3         
Vardas624   Pavarde624  10        0         1         5         2         9         4         1         8         6         2         
Vardas625   Pavarde625  7         1         6         5         6         1         3         0         8         10        6         
Vardas626   Pavarde626  9         2         6         2         8         7         1         1         7         8         7         
Vardas627   Pavarde627  7         6         5         8         10        2         6         6         2         6         2         
Vardas628   Pavarde628  4         4         0         4         10        9         6         2         1         0         5         
Vardas629   Pavarde629  10        5         7         2         4         2         5         8         8         4         6         
Vardas630   Pavarde630  9         9         4         3         6         7         3         3         10        6         10        
Vardas631   Pavarde631  2         4         8         8         9         7         6         2         7         0         0         
Vardas632   Pavarde632  0         10        7         6         9         10        9         8         4         6         10        
Vardas633   Pavarde633  2         7         5         3         6         4         2         7         7         0         9         
Vardas634   Pavarde634  10        2         7         10        8         3         3         8         5         0         0         
Vardas635   Pavarde635  3         6         2         7         2         0         2         7         6         7         8         
Vardas636   Pavarde636  7         3         0         6         9         8         1         4         10        7         6         
Vardas637   Pavarde637  4         0         1         0         3         4         4         9         6         0         2         
Vardas638   Pavarde638  0         10        0         1         6         7         6         10        7         5         9         
Vardas639   Pavarde639  5         8         8         3         5         1         9         1         7         1         7         
Vardas640   Pavarde640  10        4         7         1         6         5         1         4         3         5         10        
Vardas641   Pavarde641  6         10        6         4         8         5         2         5         2         5         4         
Vardas642   Pavarde642  7         1         2         8         6         9         10        9         3         5         8         
Vardas643   Pavarde643  2         6         7         1         7         5         10        7         8         10        6         
Vardas644   Pavarde644  8         9         6         7         7         0         5         10        4         3         1         
Vardas645   Pavarde645  8         0         6         2         3         0         8         6         5         2         0         
Vardas646   Pavarde646  7         3         5         9         10        9         4         5         9         10        8         
Vardas647   Pavarde647  2         5         10        7         4         9         5         8         0         3         9         
Vardas648   Pavarde648  5         6         6         3         9         8         4         9         6         8         3         
Vardas649   Pavarde649  10        9         4         4         6         7         8         0         7         5         5         
Vardas650   Pavarde650  0         10        1         3         8         8         8         0         4         2         3         
Vardas651   Pavarde651  3         0         3         4         7         10        10        7         3         1         8         
Vardas652   Pavarde652  10        7         4         5         7         3         9         10        4         6         2         
Vardas653   Pavarde653  0         9         5         10        6         0         8         8         8         5         10        
Vardas654   Pavarde654  7         4         4         5         2         1         3         1         5         8         2         
Vardas655   Pavarde655  4         6         3         10        8         4         9         2         5         6         6         
Vardas656   Pavarde656  6         10        2         6         4         3         6         6         8         3         9         
Vardas657   Pavarde657  2         8         3         3         8         2         2         4         0         6         3         
Vardas658   Pavarde658  2         2         0         3         7         4         6         5         0         8         2         
Vardas659   Pavarde659  0         2         7         9         1         1         5         4         1         4         7         
Vardas660   Pavarde660  5         8         7         1         3         8         0         5         6         8         6         
Vardas661   Pavarde661  7         2         10        6         4         4         2         6         9         8         5         
Vardas662   Pavarde662  3         5         8         0         10        4         5         6         10        1         10        
Vardas663   Pavarde663  3         1         3         9         2         1         2         4         9         6         1         
Vardas664   Pavarde664  7         3         8         10        4         4         8         0         3         6         7         
Vardas665   Pavarde665  9         10        8         10        1         1         8         2         7         0         9         
Vardas666   Pavarde666  10        7         7         0         5         8         7         2         3         7         8         
Vardas667   Pavarde667  9         8         9         9         10        7         6         10        9         6         1         
Vardas668   Pavarde668  0         7         7         5         8         5         6         6         2         4         6         
Vardas669   Pavarde669  3         3         2         6         6         10        6         4         8         6         8         
Vardas670   Pavarde670  10        0         7         10        1         7         0         10        10        2         1         
Vardas671   Pavarde671  0         5         3         8         3         4         9         9         4         10        4         
Vardas672   Pavarde672  9         6         8         10        9         10        5         8         10        9         5         
Vardas673   Pavarde673  5         3         0         10        4         10        8         5         5         0         5         
Vardas674   Pavarde674  7         1         7         3         9         7         4         2         2         0         8         
Vardas675   Pavarde675  7         1         2         2         4         9         7         1         6         6         8         
Vardas676   Pavarde676  8         6         10        8         0         5         10        9         9         7         5         
Vardas677   Pavarde677  0         1         5         8         10        6         7         10        3         6         6         
Vardas678   Pavarde678  0         7         9         5         10        8         1         3         10        10        5         
Vardas679   Pavarde679  8         2         10        0         3         9         4         6         8         4         3         
Vardas680   Pavarde680  8         4         1         10        0         7         1         3         10        4         3         
Vardas681   Pavarde681  6         8         8         7         3         1         0         5         5         1         3         
Vardas682   Pavarde682  5         10        4         10        4         10        9         0         8         9         4         
Vardas683   Pavarde683  4         5         4         3         4         9         10        4         8         6         2         
Vardas684   Pavarde684  10        1         3         2         8         5         8         4         0         6         7         
Vardas685   Pavarde685  9         0         9         9         9         7         8         8         2         10        6         
Vardas686   Pavarde686  6         4         7         3         9         2         9         1         5         8         5         
Vardas687   Pavarde687  5         2         10        1         0         1         1         0         3         0         5         
Vardas688   Pavarde688  8         6         2         6         7         9         2         10        5         10        4         
Vardas689   Pavarde689  8         9         10        10        2         3         4         7         4         9         4         
Vardas690   Pavarde690  4         3         10        9         10        5         10        8         0         8         4         
Vardas691   Pavarde691  8         5         5         3         10        0         7         9         7         5         8         
Vardas692   Pavarde692  10        10        5         8         5         5         1         0         2         2         1         
Vardas693   Pavarde693  2         9         10        2         0         3         4         8         9         10        2         
Vardas694   Pavarde694  1         10        2         4         9         9         5         2         6         6         0         
Vardas695   Pavarde695  8         0         8         7         10        1         3         0         6         10        1         
Vardas696   Pavarde696  4         9         1         5         4         9         5         4         7         4         8         
Vardas697   Pavarde697  3         0         3         2         0         4         6         10        8         5         3         
Vardas698   Pavarde698  7         0         9         1         6         7         7         6         8         7         6         
Vardas699   Pavarde699  8         2         2         1         10        8         3         8         3         10        10        
Vardas700   Pavarde700  9         5         4         7         1         2         9         7         5         2         5         
Vardas701   Pavarde701  6         3         9         5         8         0         3         9         8         3         9         
Vardas702   Pavarde702  4         10        7         10        8         4         4         9         7         0         3         
Vardas703   Pavarde703  5         7         2         0         7         3         2         7         2         3         0         
Vardas704   Pavarde704  6         9         2         0         6         2         9         6         5         8         0         
Vardas705   Pavarde705  0         0         9         5         4         1         6         3         0         5         4         
Vardas706   Pavarde706  10        0         8         10        6         0         3         1         1         2         10        
Vardas707   Pavarde707  7         6         10        3         8         8         9         2         0         3         3         
Vardas708   Pavarde708  0         6         9         1         3         7         5         9         4         4         3         
Vardas709   Pavarde709  5         9         0         9         0         4         1         1         9         10        3         
Vardas710   Pavarde710  8         1         10        9         7         4         7         10        8         6         7         
Vardas711   Pavarde711  5         9         4         6         3         2         0         5         10        1         10        
Vardas712   Pavarde712  1         5         2         8         2         5         2         5         3         6         10        
Vardas713   Pavarde713  8         6         6         5         0         2         1         2         9         6         10        
Vardas714   Pavarde714  8         8         8         0         10        2         8         7         4         7         3         
Vardas715   Pavarde715  3         8         10        0         0         2         2         7         2         2         4         
Vardas716   Pavarde716  1         0         0         8         1         5         6         1         3         7         3         
Vardas717   Pavarde717  8         4         4         2         1         9         4         0         0         4         7         
Vardas718   Pavarde718  1         0         2         2         6         3         9         4         5         2         0         
Vardas719   Pavarde719  10        7         1         10        1         5         0         7         6         6         4         
Vardas720   Pavarde720  5         4         3         4         0         2         9         1         4         3         1         
Vardas721   Pavarde721  8         3         4         0         5         8         1         4         9         4         7         
Vardas722   Pavarde722  0         10        2         4         7         6         4         8         8         9         10        
Vardas723   Pavarde723  0         5         4         10        5         5         2         4         6         0         7         
Vardas724   Pavarde724  9         6         6         3         6         1         4         2         7         4         2         
Vardas725   Pavarde725  8         5         9         4         5         4         6         9         0         8         0         
Vardas726   Pavarde726  6         10        1         7         1         8         6         7         4         3         6         
Vardas727   Pavarde727  3         8         4         2         10        2         0         1         1         7         5         
Vardas728   Pavarde728  8         10        10        6         6         7         9         3         2         3         4         
Vardas729   Pavarde729  1         6         6         5         5         3         3         2         0         3         1         
Vardas730   Pavarde730  1         3         9         6         10        0         6         1         9         6         7         
Vardas731   Pavarde731  2         4         3         1         6         0         2         5         2         8         10        
Vardas732   Pavarde732  10        0         2         8         0         3         7         4         8         0         9         
Vardas733   Pavarde733  3         10        2         8         8         4         2         10        9         2         3         
Vardas734   Pavarde734  8         8         0         5         3         0         10        3         1         3         3         
Vardas735   Pavarde735  4         7         5         10        8         4         9         1         1         5         0         
Vardas736   Pavarde736  7         1         4         2         6         0         4         6         3         9         7         
Vardas737   Pavarde737  3         9         7         7         6         10        1         9         0         6         10        
Vardas738   Pavarde738  3         10        9         8         2         8         2         8         5         10        7         
Vardas739   Pavarde739  8         8         8         8         5         9         6         3         5         9         8         
Vardas740   Pavarde740  7         4         6         10        1         9         2         1         10        4         1         
Vardas741   Pavarde741  0         5         1         8         4         4         3         4         3         4         1         
Vardas742   Pavarde742  6         2         0         0         5         1         3         1         9         5         1         
Vardas743   Pavarde743  5         10        7         0         4         1         3         6         3         4         8         
Vardas744   Pavarde744  5         0         3         2         7         8         4         5         7         0         2         
Vardas745   Pavarde745  9         2         10        6         9         6         7         9         4         5         7         
Vardas746   Pavarde746  8         0         4         4         6         5         10        1         6         2         8         
Vardas747   Pavarde747  10        0         6         7         0         2         10        1         10        10        6         
Vardas748   Pavarde748  6         9         10        1         7         6         10        7         8         0         6         
Vardas749   Pavarde749  4         10        0         4         3         2         8         9         0         3         8         
Vardas750   Pavarde750  1         6         7         2         3         9         7         0         1         7         2         
Vardas751   Pavarde751  8         9         5         10        0         3         1         3         10        3         10        
Vardas752   Pavarde752  7         6         10        9         1         0         3         4         0         9         5         
Vardas753   Pavarde753  7         2         8         10        6         0         2         6         8         6         7         
Vardas754   Pavarde754  6         1         10        1         7         0         2         10        9         1         4         
Vardas755   Pavarde755  8         8         4         0         3         5         1         1         7         10        9         
Vardas756   Pavarde756  8         4         10        2         6         2         2         1         9         0         10        
Vardas757   Pavarde757  7         5         6         8         10        3         8         10        0         5         9         
Vardas758   Pavarde758  1         0         10        8         7         10        9         3         9         3         4         
Vardas759   Pavarde759  10        7         1         3         2         7         3         9         1         2         1         
Vardas760   Pavarde760  4         8         1         2         7         4         5         8         0         4         2         
Vardas761   Pavarde761  10        3         5         9         8         6         5         9         5         6         5         
Vardas762   Pavarde762  5         4         4         4         6         7         8         0         7         0         3         
Vardas763   Pavarde763  7         0         2         2         10        4         7         1         0         10        2         
Vardas764   Pavarde764  4         8         10        3         7         8         3         0         4         3         3         
Vardas765   Pavarde765  2         2         5         4         6         6         5         3         5         5         2         
Vardas766   Pavarde766  9         3         4         10        5         7         4         7         0         2         8         
Vardas767   Pavarde767  2         8         4         7         2         3         6         8         9         4         7         
Vardas768   Pavarde768  2         2         1         3         9         8         2         9         9         1         5         
Vardas769   Pavarde769  10        2         8         6         1         0         5         2         6         8         8         
Vardas770   Pavarde770  7         6         1         8         8         7         9         10        2         8         9         
Vardas771   Pavarde771  5         10        2         7         2         0         2         5         5         10        1         
Vardas772   Pavarde772  4         6         8         9         8         6         0         8         3         2         5         
